circle,division,subdivision,section,area,totservices,billdservices,units,load,Year,Month,Date
MEDCHAL,KUKATPALLY,MIYAPUR,HYDERNAGAR,MAYURI NAGAR,1,1.0,13.0,2.0,2022,10,2022-10-01
MEDCHAL,KUKATPALLY,MIYAPUR,MIYAPUR,MYP CT,1,1.0,1964.0,20.0,2022,10,2022-10-01
MEDCHAL,KUKATPALLY,MIYAPUR,NIZAMPET,NIZAMPET CT,1,1.0,585.0,45.0,2022,10,2022-10-01
MEDCHAL,KUKATPALLY,KUKATPALLY,ALLWYN COLONY,PAPARAYUDU NAGAR-2,1,1.0,1853.0,5.0,2022,10,2022-10-01
NALGONDA,NALGONDA,NALGONDA RURAL,NARKETPALLY,NARKETPALLY TOWN1,1,1.0,0.0,18.0,2022,10,2022-10-01
NALGONDA,NALGONDA,NALGONDA RURAL,THIPPARTHY,KOTTAGUDEM,1,1.0,624.0,25.0,2022,10,2022-10-01
NALGONDA,NALGONDA,NAKREKAL,KATTANGUR,PAMANGUNDLA,1,1.0,24.0,18.0,2022,10,2022-10-01
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,PAHADISHARIFF,SHAHEEN NAGAR II,1,1.0,17.0,15.0,2022,10,2022-10-01
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,GAGANPAHAD,GAGANPAHAD,1,1.0,0.0,22.0,2022,10,2022-10-01
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,MD PALLY,URRAM GADDA,1,1.0,2774.0,5.0,2022,10,2022-10-01
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,MD PALLY,VINAYAK NAGAR,1,1.0,821.0,5.0,2022,10,2022-10-01
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,MAHESHWARAM,IMAMGUDA,1,1.0,19.0,15.0,2022,10,2022-10-01
SANGAREDDY,SANGAREDDY,ISNAPUR,ISNAPUR,RUDRARAM,1,1.0,5.0,22.0,2022,10,2022-10-01
SAROORNAGAR,SAROORNAGAR,L B NAGAR,BANDLAGUDA,CO-OP.BANK COLONY,1,0.0,0.0,5.0,2022,10,2022-10-01
SAROORNAGAR,CHAMPAPET,CHAMPAPET,CHAMPAPET,S N REDDY NAGAR,1,1.0,544.0,30.0,2022,10,2022-10-01
SAROORNAGAR,SAROORNAGAR,L B NAGAR,L.B.NAGAR,HV-1,1,1.0,2474.0,13.0,2022,10,2022-10-01
SAROORNAGAR,SAROORNAGAR,L B NAGAR,L.B.NAGAR,KRISHNA NAGAR-,1,1.0,6.0,7.0,2022,10,2022-10-01
SAROORNAGAR,CHAMPAPET,CHAMPAPET,CHAMPAPET,HV CPT SOUTH,1,1.0,406.0,22.0,2022,10,2022-10-01
SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,BN REDDY NAGAR,HASTINAPURAM CENTR,1,1.0,0.0,22.0,2022,10,2022-10-01
SAROORNAGAR,IBRAHIMPATNAM,TURKAYAMJAL,TURKAYAMZAL,NADERGUL,1,1.0,18.0,30.0,2022,10,2022-10-01
SAROORNAGAR,SAROORNAGAR,HAYATHNAGAR,AUTONAGAR,MALLIKARJUNA NAGAR,1,1.0,2929.0,10.0,2022,10,2022-10-01
SAROORNAGAR,SAROORNAGAR,HAYATHNAGAR,AUTONAGAR,SRINIVASA NAGAR,1,1.0,3046.0,5.0,2022,10,2022-10-01
SAROORNAGAR,SAROORNAGAR,HAYATHNAGAR,PEDDA AMBERPET,SAI COLONY,1,1.0,53.0,22.0,2022,10,2022-10-01
SECUNDERABAD,PARADISE,JAMES STREET,PARADISE,GRC HIGH VALUE,1,1.0,84.0,10.0,2022,10,2022-10-01
SECUNDERABAD,BOWENPALLY,RR NAGAR,I.D.P.L.,GEETA NGR &VINAYAK NGR (GRP-M),1,1.0,0.0,10.0,2022,10,2022-10-01
SECUNDERABAD,BOWENPALLY,RR NAGAR,I.D.P.L.,PRASHANTH NAGAR CLY (GRP-B),2,2.0,50.0,4.0,2022,10,2022-10-01
SECUNDERABAD,BOWENPALLY,RR NAGAR,RANGA REDDY NAGAR,ASBESTOS CLY-II 415-812(GRP-B),1,1.0,9.0,2.0,2022,10,2022-10-01
SECUNDERABAD,BOWENPALLY,RR NAGAR,RANGA REDDY NAGAR,GIRI NAGAR (GRP-B),1,1.0,37.0,2.0,2022,10,2022-10-01
SECUNDERABAD,SECUNDERABAD,LALBAZAR,BOLLARUM,AYYAPPA NAGAR I (GRP-B),1,1.0,47.0,2.0,2022,10,2022-10-01
SECUNDERABAD,SECUNDERABAD,LALBAZAR,BOLLARUM,GRC HIGH VALUE (GRP-M),1,1.0,1296.0,10.0,2022,10,2022-10-01
SECUNDERABAD,BOWENPALLY,BALANAGAR,FEROZEGUDA,ANTHAMMA GUDA (GRP-B),1,1.0,960.0,5.0,2022,10,2022-10-01
SIDDIPET,SIDDIPET,SIDDIPET TOWN,SIDDIPET TOWN-II,LINGAREDDYPALLY,1,1.0,0.0,30.0,2022,10,2022-10-01
SIDDIPET,GAJWEL,GAJWEL,PREGNAPUR,RIMMANAGUDA,1,1.0,165.0,25.0,2022,10,2022-10-01
SIDDIPET,SIDDIPET,SIDDIPET RURAL,SIDDIPET URBAN,PONNAL,1,1.0,1243.0,30.0,2022,10,2022-10-01
SURYAPET,SURYAPET,SURYAPET,SURYAPET TOWN-II,LI 2,1,1.0,12.0,15.0,2022,10,2022-10-01
SURYAPET,HUZURNAGAR,KODAD,KODAD - RURAL,DORAKUNTA,1,1.0,19.0,18.0,2022,10,2022-10-01
SURYAPET,SURYAPET,SURYAPET,SURYAPET RURAL,PILLALAMARRY,1,1.0,0.0,18.0,2022,10,2022-10-01
SURYAPET,SURYAPET,SURYAPET,SURYAPET TOWN-I,LI B,1,1.0,19.0,15.0,2022,10,2022-10-01
YADADRI,CHOUTUPPAL,CHOUTUPPAL,CHOUTUPPAL,LINGOJI GUDEM,1,1.0,98.0,40.0,2022,10,2022-10-01
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,PRAGATHINAGAR-1,1,1.0,34.0,8.0,2022,11,2022-11-01
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,"CHURCH GULLY,MLA COLONY,APOLO",1,1.0,1415.0,55.0,2022,11,2022-11-01
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,GRC HIGH VALUES,1,1.0,38.0,15.0,2022,11,2022-11-01
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,HIGHVALUE,1,1.0,2351.0,50.0,2022,11,2022-11-01
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,MADHAPUR,"JENCLAVE, GAFOOR,VITTAL NAGAR",1,1.0,1173.0,20.0,2022,11,2022-11-01
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,MADHAPUR,"VITTAL RAO NAGAR,GAFOORNAGAR",2,2.0,65.0,3.0,2022,11,2022-11-01
BANJARA HILLS,GREEN LANDS,GREENLANDS,GREENLANDS,GRC HV GREENLANDS,1,1.0,361.0,10.0,2022,11,2022-11-01
BANJARA HILLS,GREEN LANDS,GREENLANDS,BEGUMPET,GRC. SHYAMLAL,1,1.0,477.0,22.0,2022,11,2022-11-01
CYBERCITY,GACHIBOWLI,CHANDA NAGAR,VASANTH NAGAR,PRAJAY MEGAPOLIS PVT LTD,2,2.0,50.0,4.0,2022,11,2022-11-01
CYBERCITY,GACHIBOWLI,GACHIBOWLI,GACHIBOWLI,NANAKRAMGUDA-2,1,1.0,452.0,45.0,2022,11,2022-11-01
CYBERCITY,KONDAPUR,KONDAPUR,ALLAPUR,SOCIETY HV2,1,1.0,128.0,15.0,2022,11,2022-11-01
CYBERCITY,KONDAPUR,KONDAPUR,KONDAPUR,"JVG HILLS,CENTRAL PARK",1,1.0,0.0,5.0,2022,11,2022-11-01
CYBERCITY,GACHIBOWLI,CHANDA NAGAR,CHANDA NAGAR,MADINAGUDA HV,1,1.0,77.0,22.0,2022,11,2022-11-01
CYBERCITY,KONDAPUR,KPHB,BALAJI NAGAR,VIVEKNAGAR,1,1.0,101.0,5.0,2022,11,2022-11-01
HABSIGUDA,HABSIGUDA,HABSIGUDA,HABSIGUDA,JAI SANTHOSHI NAGAR,1,1.0,4239.0,5.0,2022,11,2022-11-01
HABSIGUDA,HABSIGUDA,HABSIGUDA,NACHARAM,HANUMAN NAGAR,1,0.0,0.0,10.0,2022,11,2022-11-01
HABSIGUDA,HABSIGUDA,HABSIGUDA,NACHARAM,KOUNDINYA NAGAR,1,1.0,3778.0,5.0,2022,11,2022-11-01
HABSIGUDA,HABSIGUDA,HABSIGUDA,NACHARAM,NACHARAM,1,1.0,15.0,15.0,2022,11,2022-11-01
HABSIGUDA,KEESARA,KEESARA,NAGARAM,NAGARAM,1,1.0,18.0,15.0,2022,11,2022-11-01
HABSIGUDA,KEESARA,GHATKESAR,GHATKESAR,GHATKESAR,1,1.0,0.0,30.0,2022,11,2022-11-01
HABSIGUDA,SAINIKPURI,A S RAO NAGAR,A S RAO NAGAR,MOULA - ALI (HV),1,1.0,153.0,22.0,2022,11,2022-11-01
HABSIGUDA,SAINIKPURI,SAINIKPURI,SAINIKPURI,SRINIVAS NAGAR 2,1,1.0,14.0,2.0,2022,11,2022-11-01
HABSIGUDA,SAINIKPURI,SAINIKPURI,YAPRAL,S S ENCLAVE,1,1.0,22.0,5.0,2022,11,2022-11-01
HABSIGUDA,SAINIKPURI,A S RAO NAGAR,MOULAALI,SADULLA NAGAR,1,1.0,873.0,5.0,2022,11,2022-11-01
HABSIGUDA,SAINIKPURI,A S RAO NAGAR,MOULAALI,UPPERGUDA,2,2.0,30.0,4.0,2022,11,2022-11-01
HABSIGUDA,SAINIKPURI,SAINIKPURI,YAPRAL,YAPRAL HV,1,1.0,272.0,14.0,2022,11,2022-11-01
HYDERABAD CENTRAL,AZAMABAD,AMBERPET,GOLNAKA,MARUTHI NAGAR,1,1.0,2836.0,5.0,2022,11,2022-11-01
HYDERABAD CENTRAL,SAIFABAD,SAIFABAD,SOMAJIGUDA,KAPADIA LANE,1,1.0,196.0,22.0,2022,11,2022-11-01
HYDERABAD CENTRAL,AZAMABAD,BARKATPURA,SHANKARMUTT,GRC HV SHANKARMUTT,1,1.0,131.0,15.0,2022,11,2022-11-01
HYDERABAD SOUTH,BEGUM BAZAR,BEGUM BAZAR,CHUDI BAZAR,GRCHV CHUDIBAZAR,1,1.0,285.0,22.0,2022,11,2022-11-01
MAHABOOBNAGAR,JADCHERLA,JADCHERLA,ADDAKAL,KATARAM,1,1.0,593.0,54.0,2022,11,2022-11-01
MEDCHAL,KUKATPALLY,KUKATPALLY,ALLWYN COLONY,PAPARAYUDU NAGAR-2,1,1.0,1523.0,5.0,2022,11,2022-11-01
MEDCHAL,KUKATPALLY,MIYAPUR,BACHUPALLY,CT&HV,1,1.0,155.0,22.0,2022,11,2022-11-01
MEDCHAL,MEDCHAL,QUTBULLAPUR,JAGADGIRI GUTTA,DEVAMMA BASTHI,1,1.0,0.0,2.0,2022,11,2022-11-01
MEDCHAL,MEDCHAL,QUTBULLAPUR,KOMPALLY,AMR ROAD CENTRAL PARK,1,1.0,50.0,18.0,2022,11,2022-11-01
MEDCHAL,MEDCHAL,QUTBULLAPUR,KOMPALLY,KOMPALLY HV,1,1.0,222.0,22.0,2022,11,2022-11-01
MEDCHAL,MEDCHAL,SHAMEERPET,SHAMEERPET,PEDDAMMA COLONY,1,0.0,0.0,8.0,2022,11,2022-11-01
MEDCHAL,MEDCHAL,SHAMEERPET,SHAMEERPET,THUMUKUNTA,1,1.0,52.0,30.0,2022,11,2022-11-01
MEDCHAL,KUKATPALLY,MIYAPUR,HYDERNAGAR,HYDERNAGAR CT METERS,2,1.0,431.0,33.0,2022,11,2022-11-01
MEDCHAL,JEEDIMETLA,SHAPUR NAGAR,D P PALLY,BAHADURPALLY HV,1,1.0,1111.0,45.0,2022,11,2022-11-01
MEDCHAL,KUKATPALLY,MIYAPUR,HYDERNAGAR,MAYURI NAGAR,1,1.0,2.0,2.0,2022,11,2022-11-01
MEDCHAL,MEDCHAL,QUTBULLAPUR,QUTHBULLAPUR,PADMA NAGAR PH-2 EAST,1,1.0,0.0,2.0,2022,11,2022-11-01
MEDCHAL,MEDCHAL,QUTBULLAPUR,QUTHBULLAPUR,QPUR VILLAGE AUTOSTAND,1,1.0,4.0,2.0,2022,11,2022-11-01
MEDCHAL,KUKATPALLY,MIYAPUR,MIYAPUR,MYP CT,1,1.0,2037.0,20.0,2022,11,2022-11-01
MEDCHAL,KUKATPALLY,MIYAPUR,NIZAMPET,NIZAMPET CT,1,1.0,505.0,45.0,2022,11,2022-11-01
NALGONDA,NALGONDA,NALGONDA RURAL,NARKETPALLY,NARKETPALLY TOWN2,1,1.0,0.0,18.0,2022,11,2022-11-01
NALGONDA,NALGONDA,NALGONDA RURAL,THIPPARTHY,KOTTAGUDEM,1,1.0,1223.0,25.0,2022,11,2022-11-01
NALGONDA,NALGONDA,NAKREKAL,KATTANGUR,PAMANGUNDLA,1,1.0,21.0,18.0,2022,11,2022-11-01
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,GAGANPAHAD,GAGANPAHAD,1,1.0,138.0,22.0,2022,11,2022-11-01
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,MD PALLY,URRAM GADDA,1,1.0,2563.0,5.0,2022,11,2022-11-01
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,MD PALLY,VINAYAK NAGAR,1,1.0,311.0,5.0,2022,11,2022-11-01
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,MAHESHWARAM,IMAMGUDA,1,1.0,33.0,15.0,2022,11,2022-11-01
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,PAHADISHARIFF,SHAHEEN NAGAR II,1,1.0,19.0,15.0,2022,11,2022-11-01
SANGAREDDY,JOGIPET,JOGIPET,ANDOLE,ANDOLE,1,0.0,0.0,30.0,2022,11,2022-11-01
SANGAREDDY,SANGAREDDY,ISNAPUR,ISNAPUR,RUDRARAM,1,1.0,6.0,22.0,2022,11,2022-11-01
SAROORNAGAR,CHAMPAPET,CHAMPAPET,CHAMPAPET,HV CPT SOUTH,1,1.0,214.0,22.0,2022,11,2022-11-01
SAROORNAGAR,CHAMPAPET,CHAMPAPET,CHAMPAPET,S N REDDY NAGAR,1,1.0,369.0,30.0,2022,11,2022-11-01
SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,BN REDDY NAGAR,HASTINAPURAM CENTR,1,1.0,12.0,22.0,2022,11,2022-11-01
SAROORNAGAR,SAROORNAGAR,L B NAGAR,BANDLAGUDA,CO-OP.BANK COLONY,1,1.0,296.0,5.0,2022,11,2022-11-01
SAROORNAGAR,SAROORNAGAR,L B NAGAR,L.B.NAGAR,HV-1,1,1.0,2628.0,13.0,2022,11,2022-11-01
SAROORNAGAR,SAROORNAGAR,L B NAGAR,L.B.NAGAR,KRISHNA NAGAR-,1,1.0,7.0,7.0,2022,11,2022-11-01
SAROORNAGAR,SAROORNAGAR,HAYATHNAGAR,AUTONAGAR,MALLIKARJUNA NAGAR,1,1.0,2175.0,10.0,2022,11,2022-11-01
SAROORNAGAR,SAROORNAGAR,HAYATHNAGAR,AUTONAGAR,SRINIVASA NAGAR,1,1.0,2911.0,5.0,2022,11,2022-11-01
SAROORNAGAR,SAROORNAGAR,HAYATHNAGAR,PEDDA AMBERPET,SAI COLONY,1,1.0,61.0,22.0,2022,11,2022-11-01
SAROORNAGAR,IBRAHIMPATNAM,TURKAYAMJAL,TURKAYAMZAL,NADERGUL,1,1.0,1.0,30.0,2022,11,2022-11-01
SECUNDERABAD,BOWENPALLY,BALANAGAR,FEROZEGUDA,ANTHAMMA GUDA (GRP-B),1,1.0,619.0,5.0,2022,11,2022-11-01
SECUNDERABAD,BOWENPALLY,RR NAGAR,I.D.P.L.,GEETA NGR &VINAYAK NGR (GRP-M),1,1.0,933.0,10.0,2022,11,2022-11-01
SECUNDERABAD,BOWENPALLY,RR NAGAR,I.D.P.L.,PRASHANTH NAGAR CLY (GRP-B),2,2.0,53.0,4.0,2022,11,2022-11-01
SECUNDERABAD,BOWENPALLY,RR NAGAR,RANGA REDDY NAGAR,ASBESTOS CLY-II 415-812(GRP-B),1,1.0,27.0,2.0,2022,11,2022-11-01
SECUNDERABAD,BOWENPALLY,RR NAGAR,RANGA REDDY NAGAR,GIRI NAGAR (GRP-B),1,1.0,29.0,2.0,2022,11,2022-11-01
SECUNDERABAD,SECUNDERABAD,LALBAZAR,BOLLARUM,AYYAPPA NAGAR I (GRP-B),1,1.0,16.0,2.0,2022,11,2022-11-01
SECUNDERABAD,SECUNDERABAD,LALBAZAR,BOLLARUM,GRC HIGH VALUE (GRP-M),1,1.0,1623.0,10.0,2022,11,2022-11-01
SECUNDERABAD,PARADISE,JAMES STREET,PARADISE,GRC HIGH VALUE,1,1.0,101.0,10.0,2022,11,2022-11-01
SIDDIPET,SIDDIPET,SIDDIPET RURAL,SIDDIPET URBAN,PONNAL,1,1.0,1253.0,30.0,2022,11,2022-11-01
SIDDIPET,SIDDIPET,SIDDIPET TOWN,SIDDIPET TOWN-II,LINGAREDDYPALLY,1,1.0,0.0,30.0,2022,11,2022-11-01
SIDDIPET,GAJWEL,GAJWEL,PREGNAPUR,RIMMANAGUDA,1,1.0,205.0,25.0,2022,11,2022-11-01
SURYAPET,SURYAPET,SURYAPET,SURYAPET RURAL,PILLALAMARRY,1,1.0,0.0,18.0,2022,11,2022-11-01
SURYAPET,SURYAPET,SURYAPET,SURYAPET TOWN-I,LI B,1,1.0,20.0,15.0,2022,11,2022-11-01
SURYAPET,HUZURNAGAR,KODAD,KODAD - RURAL,DORAKUNTA,1,1.0,57.0,18.0,2022,11,2022-11-01
SURYAPET,SURYAPET,SURYAPET,SURYAPET TOWN-II,LI 2,1,1.0,17.0,15.0,2022,11,2022-11-01
YADADRI,CHOUTUPPAL,CHOUTUPPAL,CHOUTUPPAL,LINGOJI GUDEM,1,1.0,65.0,40.0,2022,11,2022-11-01
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,"CHURCH GULLY,MLA COLONY,APOLO",1,1.0,869.0,55.0,2022,12,2022-12-01
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,GRC HIGH VALUES,1,1.0,81.0,15.0,2022,12,2022-12-01
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,HIGHVALUE,1,1.0,2466.0,50.0,2022,12,2022-12-01
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,MADHAPUR,"JENCLAVE, GAFOOR,VITTAL NAGAR",1,1.0,1500.0,20.0,2022,12,2022-12-01
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,MADHAPUR,"VITTAL RAO NAGAR,GAFOORNAGAR",2,2.0,75.0,3.0,2022,12,2022-12-01
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,PRAGATHINAGAR-1,1,1.0,98.0,8.0,2022,12,2022-12-01
BANJARA HILLS,GREEN LANDS,GREENLANDS,BEGUMPET,GRC. SHYAMLAL,1,1.0,1117.0,22.0,2022,12,2022-12-01
BANJARA HILLS,GREEN LANDS,GREENLANDS,GREENLANDS,GRC HV GREENLANDS,1,1.0,303.0,10.0,2022,12,2022-12-01
CYBERCITY,GACHIBOWLI,GACHIBOWLI,GACHIBOWLI,NANAKRAMGUDA-2,1,1.0,1166.0,45.0,2022,12,2022-12-01
CYBERCITY,GACHIBOWLI,CHANDA NAGAR,CHANDA NAGAR,MADINAGUDA HV,1,1.0,207.0,22.0,2022,12,2022-12-01
CYBERCITY,GACHIBOWLI,CHANDA NAGAR,CHANDA NAGAR,MIYAPUR HV,1,0.0,0.0,45.0,2022,12,2022-12-01
CYBERCITY,GACHIBOWLI,CHANDA NAGAR,VASANTH NAGAR,GOPALA NAGAR,1,1.0,32.0,5.0,2022,12,2022-12-01
CYBERCITY,GACHIBOWLI,CHANDA NAGAR,VASANTH NAGAR,PRAJAY MEGAPOLIS PVT LTD,2,2.0,94.0,4.0,2022,12,2022-12-01
CYBERCITY,KONDAPUR,KONDAPUR,ALLAPUR,SOCIETY HV2,1,1.0,223.0,15.0,2022,12,2022-12-01
CYBERCITY,KONDAPUR,KONDAPUR,KONDAPUR,"JVG HILLS,CENTRAL PARK",1,1.0,0.0,5.0,2022,12,2022-12-01
CYBERCITY,KONDAPUR,KPHB,BALAJI NAGAR,VIVEKNAGAR,1,1.0,462.0,5.0,2022,12,2022-12-01
HABSIGUDA,SAINIKPURI,A S RAO NAGAR,A S RAO NAGAR,MOULA - ALI (HV),1,1.0,227.0,22.0,2022,12,2022-12-01
HABSIGUDA,SAINIKPURI,SAINIKPURI,SAINIKPURI,SRINIVAS NAGAR 2,1,1.0,19.0,2.0,2022,12,2022-12-01
HABSIGUDA,SAINIKPURI,SAINIKPURI,YAPRAL,S S ENCLAVE,1,1.0,1792.0,5.0,2022,12,2022-12-01
HABSIGUDA,HABSIGUDA,HABSIGUDA,NACHARAM,HANUMAN NAGAR,1,1.0,4.0,10.0,2022,12,2022-12-01
HABSIGUDA,SAINIKPURI,A S RAO NAGAR,MOULAALI,SADULLA NAGAR,1,1.0,2181.0,5.0,2022,12,2022-12-01
HABSIGUDA,SAINIKPURI,A S RAO NAGAR,MOULAALI,UPPERGUDA,2,2.0,50.0,4.0,2022,12,2022-12-01
HABSIGUDA,HABSIGUDA,HABSIGUDA,NACHARAM,KOUNDINYA NAGAR,1,1.0,5194.0,5.0,2022,12,2022-12-01
HABSIGUDA,HABSIGUDA,HABSIGUDA,NACHARAM,NACHARAM,1,1.0,13.0,15.0,2022,12,2022-12-01
HABSIGUDA,SAINIKPURI,SAINIKPURI,YAPRAL,YAPRAL HV,1,1.0,346.0,14.0,2022,12,2022-12-01
HABSIGUDA,HABSIGUDA,HABSIGUDA,HABSIGUDA,JAI SANTHOSHI NAGAR,1,1.0,3983.0,5.0,2022,12,2022-12-01
HABSIGUDA,KEESARA,GHATKESAR,GHATKESAR,GHATKESAR,1,1.0,0.0,30.0,2022,12,2022-12-01
HABSIGUDA,KEESARA,KEESARA,NAGARAM,NAGARAM,1,1.0,8.0,15.0,2022,12,2022-12-01
HYDERABAD CENTRAL,SAIFABAD,SAIFABAD,SOMAJIGUDA,KAPADIA LANE,1,1.0,328.0,22.0,2022,12,2022-12-01
HYDERABAD CENTRAL,AZAMABAD,AMBERPET,GOLNAKA,MARUTHI NAGAR,1,1.0,4446.0,17.0,2022,12,2022-12-01
HYDERABAD CENTRAL,AZAMABAD,BARKATPURA,SHANKARMUTT,GRC HV SHANKARMUTT,1,1.0,306.0,15.0,2022,12,2022-12-01
HYDERABAD SOUTH,BEGUM BAZAR,BEGUM BAZAR,CHUDI BAZAR,GRCHV CHUDIBAZAR,1,1.0,510.0,22.0,2022,12,2022-12-01
MAHABOOBNAGAR,JADCHERLA,JADCHERLA,ADDAKAL,KATARAM,1,1.0,584.0,54.0,2022,12,2022-12-01
MEDCHAL,KUKATPALLY,MIYAPUR,HYDERNAGAR,MAYURI NAGAR,1,1.0,0.0,2.0,2022,12,2022-12-01
MEDCHAL,MEDCHAL,SHAMEERPET,SHAMEERPET,THUMUKUNTA,1,1.0,57.0,30.0,2022,12,2022-12-01
MEDCHAL,KUKATPALLY,MIYAPUR,MIYAPUR,MYP CT,1,1.0,2061.0,20.0,2022,12,2022-12-01
MEDCHAL,KUKATPALLY,MIYAPUR,NIZAMPET,NIZAMPET CT,1,1.0,365.0,45.0,2022,12,2022-12-01
MEDCHAL,MEDCHAL,MEDCHAL,MEDCHAL RURAL,ATTIVELLY HV,1,0.0,0.0,45.0,2022,12,2022-12-01
MEDCHAL,KUKATPALLY,KUKATPALLY,ALLWYN COLONY,PAPARAYUDU NAGAR-2,1,1.0,1991.0,5.0,2022,12,2022-12-01
MEDCHAL,KUKATPALLY,MIYAPUR,BACHUPALLY,CT&HV,1,1.0,327.0,22.0,2022,12,2022-12-01
MEDCHAL,KUKATPALLY,MIYAPUR,HYDERNAGAR,HYDERNAGAR CT METERS,2,1.0,597.0,33.0,2022,12,2022-12-01
MEDCHAL,MEDCHAL,SHAMEERPET,SHAMEERPET,PEDDAMMA COLONY,1,1.0,14.0,8.0,2022,12,2022-12-01
MEDCHAL,JEEDIMETLA,SHAPUR NAGAR,D P PALLY,BAHADURPALLY HV(GRP M),1,1.0,741.0,45.0,2022,12,2022-12-01
MEDCHAL,MEDCHAL,QUTBULLAPUR,QUTHBULLAPUR,PADMA NAGAR PH-2 EAST,1,1.0,0.0,2.0,2022,12,2022-12-01
MEDCHAL,MEDCHAL,QUTBULLAPUR,QUTHBULLAPUR,QPUR VILLAGE AUTOSTAND,1,1.0,2.0,2.0,2022,12,2022-12-01
MEDCHAL,MEDCHAL,QUTBULLAPUR,JAGADGIRI GUTTA,DEVAMMA BASTHI,1,1.0,0.0,2.0,2022,12,2022-12-01
MEDCHAL,MEDCHAL,QUTBULLAPUR,KOMPALLY,AMR ROAD CENTRAL PARK,1,1.0,226.0,18.0,2022,12,2022-12-01
MEDCHAL,MEDCHAL,QUTBULLAPUR,KOMPALLY,KOMPALLY HV,1,1.0,177.0,22.0,2022,12,2022-12-01
NALGONDA,NALGONDA,NALGONDA RURAL,THIPPARTHY,KOTTAGUDEM,1,1.0,863.0,25.0,2022,12,2022-12-01
NALGONDA,NALGONDA,NALGONDA RURAL,NARKETPALLY,NARKETPALLY TOWN2,1,1.0,0.0,18.0,2022,12,2022-12-01
NALGONDA,NALGONDA,NAKREKAL,KATTANGUR,PAMANGUNDLA,1,1.0,10.0,18.0,2022,12,2022-12-01
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,PAHADISHARIFF,SHAHEEN NAGAR II,1,1.0,10.0,15.0,2022,12,2022-12-01
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,GAGANPAHAD,GAGANPAHAD,1,1.0,44.0,22.0,2022,12,2022-12-01
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,MD PALLY,URRAM GADDA,1,1.0,3274.0,5.0,2022,12,2022-12-01
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,MD PALLY,VINAYAK NAGAR,1,1.0,388.0,5.0,2022,12,2022-12-01
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,MAHESHWARAM,IMAMGUDA,1,1.0,17.0,15.0,2022,12,2022-12-01
SANGAREDDY,JOGIPET,JOGIPET,ANDOLE,ANDOLE,1,1.0,116.0,30.0,2022,12,2022-12-01
SANGAREDDY,SANGAREDDY,ISNAPUR,ISNAPUR,RUDRARAM,1,1.0,7.0,22.0,2022,12,2022-12-01
SAROORNAGAR,SAROORNAGAR,L B NAGAR,BANDLAGUDA,CO-OP.BANK COLONY,1,1.0,2915.0,5.0,2022,12,2022-12-01
SAROORNAGAR,SAROORNAGAR,HAYATHNAGAR,PEDDA AMBERPET,SAI COLONY,1,1.0,31.0,22.0,2022,12,2022-12-01
SAROORNAGAR,SAROORNAGAR,L B NAGAR,L.B.NAGAR,HV-1,1,1.0,3331.0,13.0,2022,12,2022-12-01
SAROORNAGAR,SAROORNAGAR,L B NAGAR,L.B.NAGAR,KRISHNA NAGAR-,1,1.0,7.0,7.0,2022,12,2022-12-01
SAROORNAGAR,SAROORNAGAR,SAROORNAGAR,SAROORNAGAR,VENKATESWARA COLON,1,0.0,0.0,12.0,2022,12,2022-12-01
SAROORNAGAR,CHAMPAPET,CHAMPAPET,CHAMPAPET,HV CPT SOUTH,1,1.0,423.0,22.0,2022,12,2022-12-01
